,max_protest_time,initial_people,memory_T,contact_frequency,max_threshold,proportion_of_spreaders,dose-unit,Society-Type,red_ones
96720,3,300,1,0.5,3,0.1,1,"""Normal""",88
96762,3,300,1,0.5,3,0.1,1,"""Normal""",80
96897,3,300,1,0.5,3,0.1,1,"""Normal""",70
96999,3,300,1,0.5,3,0.1,1,"""Normal""",52
97061,3,300,1,0.5,3,0.1,1,"""Normal""",70
97175,3,300,1,0.5,3,0.1,1,"""Normal""",73
97227,3,300,1,0.5,3,0.1,1,"""Normal""",72
97542,3,300,1,0.5,3,0.1,1,"""Normal""",73
97558,3,300,1,0.5,3,0.1,1,"""Normal""",57
97603,3,300,1,0.5,3,0.1,1,"""Normal""",53
97718,3,300,1,0.5,3,0.1,1,"""Normal""",50
97764,3,300,1,0.5,3,0.1,1,"""Normal""",75
97869,3,300,1,0.5,3,0.1,1,"""Normal""",64
97971,3,300,1,0.5,3,0.1,1,"""Normal""",62
98016,3,300,1,0.5,3,0.1,1,"""Normal""",67
98335,3,300,1,0.5,3,0.1,1,"""Normal""",49
98342,3,300,1,0.5,3,0.1,1,"""Normal""",63
98518,3,300,1,0.5,3,0.1,1,"""Normal""",60
98530,3,300,1,0.5,3,0.1,1,"""Normal""",46
98570,3,300,1,0.5,3,0.1,1,"""Normal""",76
98671,3,300,1,0.5,3,0.1,1,"""Normal""",67
98765,3,300,1,0.5,3,0.1,1,"""Normal""",66
98813,3,300,1,0.5,3,0.1,1,"""Normal""",68
99136,3,300,1,0.5,3,0.1,1,"""Normal""",58
99146,3,300,1,0.5,3,0.1,1,"""Normal""",54
99327,3,300,1,0.5,3,0.1,1,"""Normal""",51
99382,3,300,1,0.5,3,0.1,1,"""Normal""",69
99431,3,300,1,0.5,3,0.1,1,"""Normal""",59
99535,3,300,1,0.5,3,0.1,1,"""Normal""",67
99552,3,300,1,0.5,3,0.1,1,"""Normal""",74
99566,3,300,1,0.5,3,0.1,1,"""Normal""",60
99882,3,300,1,0.5,3,0.1,1,"""Normal""",44
99910,3,300,1,0.5,3,0.1,1,"""Normal""",60
100128,3,300,1,0.5,3,0.1,1,"""Normal""",64
100174,3,300,1,0.5,3,0.1,1,"""Normal""",55
100344,3,300,1,0.5,3,0.1,1,"""Normal""",76
100347,3,300,1,0.5,3,0.1,1,"""Normal""",88
100358,3,300,1,0.5,3,0.1,1,"""Normal""",64
100382,3,300,1,0.5,3,0.1,1,"""Normal""",52
100625,3,300,1,0.5,3,0.1,1,"""Normal""",54
100664,3,300,1,0.5,3,0.1,1,"""Normal""",50
100863,3,300,1,0.5,3,0.1,1,"""Normal""",71
101064,3,300,1,0.5,3,0.1,1,"""Normal""",66
101066,3,300,1,0.5,3,0.1,1,"""Normal""",60
101109,3,300,1,0.5,3,0.1,1,"""Normal""",79
101170,3,300,1,0.5,3,0.1,1,"""Normal""",66
101390,3,300,1,0.5,3,0.1,1,"""Normal""",61
101392,3,300,1,0.75,3,0.1,1,"""Normal""",120
101430,3,300,1,0.75,3,0.1,1,"""Normal""",77
101628,3,300,1,0.75,3,0.1,1,"""Normal""",94
101845,3,300,1,0.75,3,0.1,1,"""Normal""",100
101854,3,300,1,0.75,3,0.1,1,"""Normal""",75
101870,3,300,1,0.75,3,0.1,1,"""Normal""",85
102138,3,300,1,0.75,3,0.1,1,"""Normal""",97
102164,3,300,1,0.75,3,0.1,1,"""Normal""",97
102196,3,300,1,0.75,3,0.1,1,"""Normal""",92
102356,3,300,1,0.75,3,0.1,1,"""Normal""",106
102515,3,300,1,0.75,3,0.1,1,"""Normal""",92
102584,3,300,1,0.75,3,0.1,1,"""Normal""",101
102635,3,300,1,0.75,3,0.1,1,"""Normal""",86
102691,3,300,1,0.75,3,0.1,1,"""Normal""",103
102906,3,300,1,0.75,3,0.1,1,"""Normal""",119
102971,3,300,1,0.75,3,0.1,1,"""Normal""",101
103087,3,300,1,0.75,3,0.1,1,"""Normal""",112
103180,3,300,1,0.75,3,0.1,1,"""Normal""",100
103322,3,300,1,0.75,3,0.1,1,"""Normal""",85
103360,3,300,1,0.75,3,0.1,1,"""Normal""",92
103412,3,300,1,0.75,3,0.1,1,"""Normal""",110
103461,3,300,1,0.75,3,0.1,1,"""Normal""",75
103728,3,300,1,0.75,3,0.1,1,"""Normal""",105
103788,3,300,1,0.75,3,0.1,1,"""Normal""",100
103893,3,300,1,0.75,3,0.1,1,"""Normal""",107
103987,3,300,1,0.75,3,0.1,1,"""Normal""",109
104177,3,300,1,0.75,3,0.1,1,"""Normal""",105
104190,3,300,1,0.75,3,0.1,1,"""Normal""",95
104217,3,300,1,0.75,3,0.1,1,"""Normal""",110
104234,3,300,1,0.75,3,0.1,1,"""Normal""",90
104502,3,300,1,0.75,3,0.1,1,"""Normal""",116
104553,3,300,1,0.75,3,0.1,1,"""Normal""",96
104716,3,300,1,0.75,3,0.1,1,"""Normal""",88
104770,3,300,1,0.75,3,0.1,1,"""Normal""",117
104927,3,300,1,0.75,3,0.1,1,"""Normal""",82
105016,3,300,1,0.75,3,0.1,1,"""Normal""",98
105018,3,300,1,0.75,3,0.1,1,"""Normal""",121
105140,3,300,1,0.75,3,0.1,1,"""Normal""",98
105273,3,300,1,0.75,3,0.1,1,"""Normal""",94
105292,3,300,1,0.75,3,0.1,1,"""Normal""",90
105521,3,300,1,0.75,3,0.1,1,"""Normal""",91
105715,3,300,1,0.75,3,0.1,1,"""Normal""",82
105733,3,300,1,0.75,3,0.1,1,"""Normal""",89
105756,3,300,1,0.75,3,0.1,1,"""Normal""",102
105853,3,300,1,0.75,3,0.1,1,"""Normal""",89
106019,3,300,1,0.75,3,0.1,1,"""Normal""",116
106082,3,300,1,0.75,3,0.1,1,"""Normal""",96
106089,3,300,1,0.75,3,0.1,1,"""Normal""",84
106410,3,300,1,0.75,3,0.1,1,"""Normal""",106
106483,3,300,2,0.25,3,0.1,1,"""Normal""",97
106489,3,300,1,0.75,3,0.1,1,"""Normal""",83
106517,3,300,2,0.25,3,0.1,1,"""Normal""",102
106761,3,300,2,0.25,3,0.1,1,"""Normal""",89
106788,3,300,2,0.25,3,0.1,1,"""Normal""",98
106793,3,300,2,0.25,3,0.1,1,"""Normal""",101
107153,3,300,2,0.25,3,0.1,1,"""Normal""",95
107191,3,300,2,0.25,3,0.1,1,"""Normal""",93
107212,3,300,2,0.25,3,0.1,1,"""Normal""",92
107234,3,300,2,0.25,3,0.1,1,"""Normal""",110
107304,3,300,2,0.25,3,0.1,1,"""Normal""",96
107558,3,300,2,0.25,3,0.1,1,"""Normal""",82
107570,3,300,2,0.25,3,0.1,1,"""Normal""",111
107583,3,300,2,0.25,3,0.1,1,"""Normal""",104
107981,3,300,2,0.25,3,0.1,1,"""Normal""",85
107990,3,300,2,0.25,3,0.1,1,"""Normal""",106
108053,3,300,2,0.25,3,0.1,1,"""Normal""",92
108093,3,300,2,0.25,3,0.1,1,"""Normal""",101
108102,3,300,2,0.25,3,0.1,1,"""Normal""",93
108343,3,300,2,0.25,3,0.1,1,"""Normal""",81
108354,3,300,2,0.25,3,0.1,1,"""Normal""",110
108372,3,300,2,0.25,3,0.1,1,"""Normal""",88
108747,3,300,2,0.25,3,0.1,1,"""Normal""",84
108788,3,300,2,0.25,3,0.1,1,"""Normal""",94
108832,3,300,2,0.25,3,0.1,1,"""Normal""",92
108837,3,300,2,0.25,3,0.1,1,"""Normal""",97
109102,3,300,2,0.25,3,0.1,1,"""Normal""",92
109109,3,300,2,0.25,3,0.1,1,"""Normal""",97
109127,3,300,2,0.25,3,0.1,1,"""Normal""",82
109485,3,300,2,0.25,3,0.1,1,"""Normal""",89
109491,3,300,2,0.25,3,0.1,1,"""Normal""",81
109542,3,300,2,0.25,3,0.1,1,"""Normal""",76
109543,3,300,2,0.25,3,0.1,1,"""Normal""",97
109596,3,300,2,0.25,3,0.1,1,"""Normal""",94
109850,3,300,2,0.25,3,0.1,1,"""Normal""",94
109877,3,300,2,0.25,3,0.1,1,"""Normal""",89
110078,3,300,2,0.25,3,0.1,1,"""Normal""",98
110261,3,300,2,0.25,3,0.1,1,"""Normal""",107
110291,3,300,2,0.25,3,0.1,1,"""Normal""",102
110357,3,300,2,0.25,3,0.1,1,"""Normal""",94
110361,3,300,2,0.25,3,0.1,1,"""Normal""",85
110364,3,300,2,0.25,3,0.1,1,"""Normal""",82
110644,3,300,2,0.25,3,0.1,1,"""Normal""",76
110671,3,300,2,0.25,3,0.1,1,"""Normal""",107
110853,3,300,2,0.25,3,0.1,1,"""Normal""",76
111044,3,300,2,0.25,3,0.1,1,"""Normal""",102
111127,3,300,2,0.25,3,0.1,1,"""Normal""",97
111178,3,300,2,0.25,3,0.1,1,"""Normal""",94
111183,3,300,2,0.25,3,0.1,1,"""Normal""",80
111238,3,300,2,0.25,3,0.1,1,"""Normal""",106
111402,3,300,2,0.25,3,0.1,1,"""Normal""",67
111455,3,300,2,0.5,3,0.1,1,"""Normal""",167
111684,3,300,2,0.5,3,0.1,1,"""Normal""",136
111834,3,300,2,0.5,3,0.1,1,"""Normal""",142
111915,3,300,2,0.5,3,0.1,1,"""Normal""",144
111940,3,300,2,0.5,3,0.1,1,"""Normal""",158
111978,3,300,2,0.5,3,0.1,1,"""Normal""",175
112177,3,300,2,0.5,3,0.1,1,"""Normal""",169
112200,3,300,2,0.5,3,0.1,1,"""Normal""",149
112281,3,300,2,0.5,3,0.1,1,"""Normal""",150
112516,3,300,2,0.5,3,0.1,1,"""Normal""",152
112603,3,300,2,0.5,3,0.1,1,"""Normal""",155
112713,3,300,2,0.5,3,0.1,1,"""Normal""",152
112740,3,300,2,0.5,3,0.1,1,"""Normal""",134
112781,3,300,2,0.5,3,0.1,1,"""Normal""",151
113000,3,300,2,0.5,3,0.1,1,"""Normal""",143
113047,3,300,2,0.5,3,0.1,1,"""Normal""",149
113102,3,300,2,0.5,3,0.1,1,"""Normal""",154
113324,3,300,2,0.5,3,0.1,1,"""Normal""",152
113409,3,300,2,0.5,3,0.1,1,"""Normal""",144
113499,3,300,2,0.5,3,0.1,1,"""Normal""",161
113531,3,300,2,0.5,3,0.1,1,"""Normal""",137
113604,3,300,2,0.5,3,0.1,1,"""Normal""",145
113833,3,300,2,0.5,3,0.1,1,"""Normal""",140
113889,3,300,2,0.5,3,0.1,1,"""Normal""",141
113927,3,300,2,0.5,3,0.1,1,"""Normal""",155
114101,3,300,2,0.5,3,0.1,1,"""Normal""",157
114200,3,300,2,0.5,3,0.1,1,"""Normal""",146
114298,3,300,2,0.5,3,0.1,1,"""Normal""",147
114301,3,300,2,0.5,3,0.1,1,"""Normal""",144
114391,3,300,2,0.5,3,0.1,1,"""Normal""",149
114628,3,300,2,0.5,3,0.1,1,"""Normal""",154
114694,3,300,2,0.5,3,0.1,1,"""Normal""",158
114801,3,300,2,0.5,3,0.1,1,"""Normal""",163
114897,3,300,2,0.5,3,0.1,1,"""Normal""",155
114986,3,300,2,0.5,3,0.1,1,"""Normal""",143
115072,3,300,2,0.5,3,0.1,1,"""Normal""",158
115170,3,300,2,0.5,3,0.1,1,"""Normal""",144
115192,3,300,2,0.5,3,0.1,1,"""Normal""",163
115421,3,300,2,0.5,3,0.1,1,"""Normal""",161
115483,3,300,2,0.5,3,0.1,1,"""Normal""",160
115663,3,300,2,0.5,3,0.1,1,"""Normal""",160
115696,3,300,2,0.5,3,0.1,1,"""Normal""",155
115785,3,300,2,0.5,3,0.1,1,"""Normal""",154
115850,3,300,2,0.5,3,0.1,1,"""Normal""",133
115965,3,300,2,0.5,3,0.1,1,"""Normal""",150
116125,3,300,2,0.5,3,0.1,1,"""Normal""",149
116208,3,300,2,0.5,3,0.1,1,"""Normal""",144
116249,3,300,2,0.5,3,0.1,1,"""Normal""",150
116424,3,300,2,0.5,3,0.1,1,"""Normal""",144
116569,3,300,2,0.75,3,0.1,1,"""Normal""",187
116625,3,300,2,0.75,3,0.1,1,"""Normal""",179
116763,3,300,2,0.75,3,0.1,1,"""Normal""",178
116769,3,300,2,0.5,3,0.1,1,"""Normal""",160
116913,3,300,2,0.75,3,0.1,1,"""Normal""",182
116978,3,300,2,0.75,3,0.1,1,"""Normal""",194
117023,3,300,2,0.75,3,0.1,1,"""Normal""",187
117183,3,300,2,0.75,3,0.1,1,"""Normal""",182
117335,3,300,2,0.75,3,0.1,1,"""Normal""",178
117379,3,300,2,0.75,3,0.1,1,"""Normal""",176
117635,3,300,2,0.75,3,0.1,1,"""Normal""",182
117714,3,300,2,0.75,3,0.1,1,"""Normal""",181
117764,3,300,2,0.75,3,0.1,1,"""Normal""",185
117775,3,300,2,0.75,3,0.1,1,"""Normal""",185
117793,3,300,2,0.75,3,0.1,1,"""Normal""",175
117916,3,300,2,0.75,3,0.1,1,"""Normal""",178
118118,3,300,2,0.75,3,0.1,1,"""Normal""",185
118124,3,300,2,0.75,3,0.1,1,"""Normal""",177
118510,3,300,2,0.75,3,0.1,1,"""Normal""",182
118541,3,300,2,0.75,3,0.1,1,"""Normal""",176
118547,3,300,2,0.75,3,0.1,1,"""Normal""",178
118551,3,300,2,0.75,3,0.1,1,"""Normal""",198
118606,3,300,2,0.75,3,0.1,1,"""Normal""",186
118726,3,300,2,0.75,3,0.1,1,"""Normal""",190
118917,3,300,2,0.75,3,0.1,1,"""Normal""",179
118953,3,300,2,0.75,3,0.1,1,"""Normal""",178
119245,3,300,2,0.75,3,0.1,1,"""Normal""",171
119298,3,300,2,0.75,3,0.1,1,"""Normal""",188
119337,3,300,2,0.75,3,0.1,1,"""Normal""",187
119388,3,300,2,0.75,3,0.1,1,"""Normal""",171
119502,3,300,2,0.75,3,0.1,1,"""Normal""",191
119646,3,300,2,0.75,3,0.1,1,"""Normal""",184
119706,3,300,2,0.75,3,0.1,1,"""Normal""",184
119751,3,300,2,0.75,3,0.1,1,"""Normal""",171
119991,3,300,2,0.75,3,0.1,1,"""Normal""",180
120089,3,300,2,0.75,3,0.1,1,"""Normal""",183
120119,3,300,2,0.75,3,0.1,1,"""Normal""",181
120163,3,300,2,0.75,3,0.1,1,"""Normal""",184
120340,3,300,2,0.75,3,0.1,1,"""Normal""",170
120512,3,300,2,0.75,3,0.1,1,"""Normal""",181
120522,3,300,2,0.75,3,0.1,1,"""Normal""",186
120551,3,300,2,0.75,3,0.1,1,"""Normal""",198
120769,3,300,2,0.75,3,0.1,1,"""Normal""",184
120877,3,300,2,0.75,3,0.1,1,"""Normal""",175
121039,3,300,2,0.75,3,0.1,1,"""Normal""",180
121047,3,300,2,0.75,3,0.1,1,"""Normal""",189
121207,3,300,2,0.75,3,0.1,1,"""Normal""",177
121231,3,300,2,0.75,3,0.1,1,"""Normal""",177
121337,3,300,3,0.25,3,0.1,1,"""Normal""",151
121450,3,300,2,0.75,3,0.1,1,"""Normal""",178
121451,3,300,2,0.75,3,0.1,1,"""Normal""",168
121573,3,300,2,0.75,3,0.1,1,"""Normal""",186
121771,3,300,3,0.25,3,0.1,1,"""Normal""",141
121958,3,300,3,0.25,3,0.1,1,"""Normal""",160
122016,3,300,3,0.25,3,0.1,1,"""Normal""",148
122039,3,300,3,0.25,3,0.1,1,"""Normal""",134
122147,3,300,3,0.25,3,0.1,1,"""Normal""",133
122218,3,300,3,0.25,3,0.1,1,"""Normal""",138
122257,3,300,3,0.25,3,0.1,1,"""Normal""",145
122359,3,300,3,0.25,3,0.1,1,"""Normal""",141
122592,3,300,3,0.25,3,0.1,1,"""Normal""",155
122818,3,300,3,0.25,3,0.1,1,"""Normal""",147
122823,3,300,3,0.25,3,0.1,1,"""Normal""",119
122851,3,300,3,0.25,3,0.1,1,"""Normal""",140
122961,3,300,3,0.25,3,0.1,1,"""Normal""",133
123028,3,300,3,0.25,3,0.1,1,"""Normal""",155
123038,3,300,3,0.25,3,0.1,1,"""Normal""",161
123163,3,300,3,0.25,3,0.1,1,"""Normal""",137
123447,3,300,3,0.25,3,0.1,1,"""Normal""",129
123588,3,300,3,0.25,3,0.1,1,"""Normal""",155
123603,3,300,3,0.25,3,0.1,1,"""Normal""",146
123665,3,300,3,0.25,3,0.1,1,"""Normal""",154
123719,3,300,3,0.25,3,0.1,1,"""Normal""",125
123817,3,300,3,0.25,3,0.1,1,"""Normal""",127
123832,3,300,3,0.25,3,0.1,1,"""Normal""",143
124065,3,300,3,0.25,3,0.1,1,"""Normal""",138
124212,3,300,3,0.25,3,0.1,1,"""Normal""",136
124381,3,300,3,0.25,3,0.1,1,"""Normal""",142
124393,3,300,3,0.25,3,0.1,1,"""Normal""",136
124532,3,300,3,0.25,3,0.1,1,"""Normal""",149
124569,3,300,3,0.25,3,0.1,1,"""Normal""",145
124584,3,300,3,0.25,3,0.1,1,"""Normal""",143
124651,3,300,3,0.25,3,0.1,1,"""Normal""",113
124900,3,300,3,0.25,3,0.1,1,"""Normal""",126
124981,3,300,3,0.25,3,0.1,1,"""Normal""",138
125179,3,300,3,0.25,3,0.1,1,"""Normal""",142
125217,3,300,3,0.25,3,0.1,1,"""Normal""",142
125366,3,300,3,0.25,3,0.1,1,"""Normal""",137
125390,3,300,3,0.25,3,0.1,1,"""Normal""",144
125400,3,300,3,0.25,3,0.1,1,"""Normal""",158
125435,3,300,3,0.25,3,0.1,1,"""Normal""",139
125713,3,300,3,0.25,3,0.1,1,"""Normal""",130
125793,3,300,3,0.25,3,0.1,1,"""Normal""",145
125977,3,300,3,0.25,3,0.1,1,"""Normal""",155
125998,3,300,3,0.25,3,0.1,1,"""Normal""",134
126160,3,300,3,0.25,3,0.1,1,"""Normal""",151
126200,3,300,3,0.25,3,0.1,1,"""Normal""",141
126208,3,300,3,0.25,3,0.1,1,"""Normal""",137
126266,3,300,3,0.25,3,0.1,1,"""Normal""",134
126509,3,300,3,0.25,3,0.1,1,"""Normal""",128
126568,3,300,3,0.25,3,0.1,1,"""Normal""",143
126760,3,300,3,0.5,3,0.1,1,"""Normal""",196
126811,3,300,3,0.5,3,0.1,1,"""Normal""",180
126991,3,300,3,0.5,3,0.1,1,"""Normal""",190
127000,3,300,3,0.5,3,0.1,1,"""Normal""",176
127001,3,300,3,0.5,3,0.1,1,"""Normal""",172
127186,3,300,3,0.5,3,0.1,1,"""Normal""",183
127267,3,300,3,0.5,3,0.1,1,"""Normal""",169
127396,3,300,3,0.5,3,0.1,1,"""Normal""",178
127605,3,300,3,0.5,3,0.1,1,"""Normal""",190
127653,3,300,3,0.5,3,0.1,1,"""Normal""",180
127666,3,300,3,0.5,3,0.1,1,"""Normal""",190
127785,3,300,3,0.5,3,0.1,1,"""Normal""",185
127795,3,300,3,0.5,3,0.1,1,"""Normal""",190
128058,3,300,3,0.5,3,0.1,1,"""Normal""",181
128107,3,300,3,0.5,3,0.1,1,"""Normal""",179
128231,3,300,3,0.5,3,0.1,1,"""Normal""",198
128429,3,300,3,0.5,3,0.1,1,"""Normal""",188
128441,3,300,3,0.5,3,0.1,1,"""Normal""",183
128515,3,300,3,0.5,3,0.1,1,"""Normal""",185
128532,3,300,3,0.5,3,0.1,1,"""Normal""",178
128621,3,300,3,0.5,3,0.1,1,"""Normal""",186
128889,3,300,3,0.5,3,0.1,1,"""Normal""",179
128976,3,300,3,0.5,3,0.1,1,"""Normal""",190
128980,3,300,3,0.5,3,0.1,1,"""Normal""",195
129216,3,300,3,0.5,3,0.1,1,"""Normal""",182
129264,3,300,3,0.5,3,0.1,1,"""Normal""",182
129332,3,300,3,0.5,3,0.1,1,"""Normal""",177
129333,3,300,3,0.5,3,0.1,1,"""Normal""",189
129398,3,300,3,0.5,3,0.1,1,"""Normal""",187
129670,3,300,3,0.5,3,0.1,1,"""Normal""",195
129804,3,300,3,0.5,3,0.1,1,"""Normal""",180
129868,3,300,3,0.5,3,0.1,1,"""Normal""",187
130011,3,300,3,0.5,3,0.1,1,"""Normal""",191
130054,3,300,3,0.5,3,0.1,1,"""Normal""",192
130093,3,300,3,0.5,3,0.1,1,"""Normal""",183
130126,3,300,3,0.5,3,0.1,1,"""Normal""",173
130225,3,300,3,0.5,3,0.1,1,"""Normal""",183
130452,3,300,3,0.5,3,0.1,1,"""Normal""",185
130589,3,300,3,0.5,3,0.1,1,"""Normal""",191
130721,3,300,3,0.5,3,0.1,1,"""Normal""",175
130828,3,300,3,0.5,3,0.1,1,"""Normal""",189
130859,3,300,3,0.5,3,0.1,1,"""Normal""",172
130887,3,300,3,0.5,3,0.1,1,"""Normal""",192
130927,3,300,3,0.5,3,0.1,1,"""Normal""",175
130998,3,300,3,0.5,3,0.1,1,"""Normal""",186
131263,3,300,3,0.5,3,0.1,1,"""Normal""",185
131370,3,300,3,0.5,3,0.1,1,"""Normal""",187
131568,3,300,3,0.5,3,0.1,1,"""Normal""",187
131641,3,300,3,0.5,3,0.1,1,"""Normal""",181
131664,3,300,3,0.5,3,0.1,1,"""Normal""",197
131702,3,300,3,0.75,3,0.1,1,"""Normal""",197
131740,3,300,3,0.75,3,0.1,1,"""Normal""",200
131812,3,300,3,0.75,3,0.1,1,"""Normal""",187
132040,3,300,3,0.75,3,0.1,1,"""Normal""",198
132182,3,300,3,0.75,3,0.1,1,"""Normal""",186
132430,3,300,3,0.75,3,0.1,1,"""Normal""",198
132445,3,300,3,0.75,3,0.1,1,"""Normal""",189
132484,3,300,3,0.75,3,0.1,1,"""Normal""",197
132524,3,300,3,0.75,3,0.1,1,"""Normal""",188
132535,3,300,3,0.75,3,0.1,1,"""Normal""",199
132644,3,300,3,0.75,3,0.1,1,"""Normal""",189
132806,3,300,3,0.75,3,0.1,1,"""Normal""",194
133001,3,300,3,0.75,3,0.1,1,"""Normal""",204
133201,3,300,3,0.75,3,0.1,1,"""Normal""",197
133209,3,300,3,0.75,3,0.1,1,"""Normal""",205
133307,3,300,3,0.75,3,0.1,1,"""Normal""",200
133320,3,300,3,0.75,3,0.1,1,"""Normal""",189
133395,3,300,3,0.75,3,0.1,1,"""Normal""",195
133567,3,300,3,0.75,3,0.1,1,"""Normal""",204
133640,3,300,3,0.75,3,0.1,1,"""Normal""",182
133732,3,300,3,0.75,3,0.1,1,"""Normal""",197
133955,3,300,3,0.75,3,0.1,1,"""Normal""",196
133994,3,300,3,0.75,3,0.1,1,"""Normal""",195
134094,3,300,3,0.75,3,0.1,1,"""Normal""",199
134111,3,300,3,0.75,3,0.1,1,"""Normal""",194
134176,3,300,3,0.75,3,0.1,1,"""Normal""",183
134452,3,300,3,0.75,3,0.1,1,"""Normal""",192
134458,3,300,3,0.75,3,0.1,1,"""Normal""",195
134546,3,300,3,0.75,3,0.1,1,"""Normal""",198
134756,3,300,3,0.75,3,0.1,1,"""Normal""",193
134782,3,300,3,0.75,3,0.1,1,"""Normal""",190
134878,3,300,3,0.75,3,0.1,1,"""Normal""",187
134923,3,300,3,0.75,3,0.1,1,"""Normal""",199
134958,3,300,3,0.75,3,0.1,1,"""Normal""",197
135280,3,300,3,0.75,3,0.1,1,"""Normal""",189
135327,3,300,3,0.75,3,0.1,1,"""Normal""",189
135392,3,300,3,0.75,3,0.1,1,"""Normal""",200
135535,3,300,3,0.75,3,0.1,1,"""Normal""",199
135542,3,300,3,0.75,3,0.1,1,"""Normal""",188
135635,3,300,3,0.75,3,0.1,1,"""Normal""",202
135724,3,300,3,0.75,3,0.1,1,"""Normal""",194
135763,3,300,3,0.75,3,0.1,1,"""Normal""",195
136130,3,300,3,0.75,3,0.1,1,"""Normal""",184
136184,3,300,3,0.75,3,0.1,1,"""Normal""",191
136200,3,300,3,0.75,3,0.1,1,"""Normal""",186
136277,3,300,3,0.75,3,0.1,1,"""Normal""",195
136291,3,300,3,0.75,3,0.1,1,"""Normal""",206
136325,3,300,3,0.75,3,0.1,1,"""Normal""",191
136335,3,300,3,0.75,3,0.1,1,"""Normal""",194
136349,3,300,3,0.75,3,0.1,1,"""Normal""",186
553,1,300,1,0.25,3,0.1,1,"""Open""",48
712,1,300,1,0.25,3,0.1,1,"""Open""",58
723,1,300,1,0.25,3,0.1,1,"""Open""",50
729,1,300,1,0.25,3,0.1,1,"""Open""",43
730,1,300,1,0.25,3,0.1,1,"""Open""",48
732,1,300,1,0.25,3,0.1,1,"""Open""",49
733,1,300,1,0.25,3,0.1,1,"""Open""",42
1333,1,300,1,0.25,3,0.1,1,"""Open""",58
1405,1,300,1,0.25,3,0.1,1,"""Open""",56
1419,1,300,1,0.25,3,0.1,1,"""Open""",45
1430,1,300,1,0.25,3,0.1,1,"""Open""",44
1460,1,300,1,0.25,3,0.1,1,"""Open""",44
1461,1,300,1,0.25,3,0.1,1,"""Open""",50
1466,1,300,1,0.25,3,0.1,1,"""Open""",52
1997,1,300,1,0.25,3,0.1,1,"""Open""",51
2106,1,300,1,0.25,3,0.1,1,"""Open""",49
2129,1,300,1,0.25,3,0.1,1,"""Open""",42
2138,1,300,1,0.25,3,0.1,1,"""Open""",46
2153,1,300,1,0.25,3,0.1,1,"""Open""",48
2233,1,300,1,0.25,3,0.1,1,"""Open""",38
2269,1,300,1,0.25,3,0.1,1,"""Open""",51
2709,1,300,1,0.25,3,0.1,1,"""Open""",47
2782,1,300,1,0.25,3,0.1,1,"""Open""",45
2925,1,300,1,0.25,3,0.1,1,"""Open""",60
2928,1,300,1,0.25,3,0.1,1,"""Open""",52
2934,1,300,1,0.25,3,0.1,1,"""Open""",48
2944,1,300,1,0.25,3,0.1,1,"""Open""",54
3043,1,300,1,0.25,3,0.1,1,"""Open""",56
3301,1,300,1,0.25,3,0.1,1,"""Open""",42
3444,1,300,1,0.25,3,0.1,1,"""Open""",46
3596,1,300,1,0.25,3,0.1,1,"""Open""",44
3645,1,300,1,0.25,3,0.1,1,"""Open""",44
3649,1,300,1,0.25,3,0.1,1,"""Open""",43
3710,1,300,1,0.25,3,0.1,1,"""Open""",42
3777,1,300,1,0.25,3,0.1,1,"""Open""",42
3977,1,300,1,0.25,3,0.1,1,"""Open""",43
4105,1,300,1,0.25,3,0.1,1,"""Open""",45
4311,1,300,1,0.25,3,0.1,1,"""Open""",48
4349,1,300,1,0.25,3,0.1,1,"""Open""",40
4357,1,300,1,0.25,3,0.1,1,"""Open""",49
4492,1,300,1,0.25,3,0.1,1,"""Open""",56
4508,1,300,1,0.25,3,0.1,1,"""Open""",39
4717,1,300,1,0.25,3,0.1,1,"""Open""",48
4860,1,300,1,0.25,3,0.1,1,"""Open""",52
5017,1,300,1,0.25,3,0.1,1,"""Open""",43
5029,1,300,1,0.25,3,0.1,1,"""Open""",46
5039,1,300,1,0.25,3,0.1,1,"""Open""",49
5191,1,300,1,0.25,3,0.1,1,"""Open""",46
5194,1,300,1,0.25,3,0.1,1,"""Open""",45
5402,1,300,1,0.5,3,0.1,1,"""Open""",72
5591,1,300,1,0.5,3,0.1,1,"""Open""",65
5719,1,300,1,0.5,3,0.1,1,"""Open""",51
5730,1,300,1,0.5,3,0.1,1,"""Open""",66
5750,1,300,1,0.5,3,0.1,1,"""Open""",67
5913,1,300,1,0.5,3,0.1,1,"""Open""",83
5992,1,300,1,0.5,3,0.1,1,"""Open""",74
6053,1,300,1,0.5,3,0.1,1,"""Open""",91
6246,1,300,1,0.5,3,0.1,1,"""Open""",76
6378,1,300,1,0.5,3,0.1,1,"""Open""",65
6500,1,300,1,0.5,3,0.1,1,"""Open""",63
6555,1,300,1,0.5,3,0.1,1,"""Open""",61
6645,1,300,1,0.5,3,0.1,1,"""Open""",73
6649,1,300,1,0.5,3,0.1,1,"""Open""",62
6674,1,300,1,0.5,3,0.1,1,"""Open""",61
6985,1,300,1,0.5,3,0.1,1,"""Open""",60
7080,1,300,1,0.5,3,0.1,1,"""Open""",62
7232,1,300,1,0.5,3,0.1,1,"""Open""",69
7308,1,300,1,0.5,3,0.1,1,"""Open""",62
7312,1,300,1,0.5,3,0.1,1,"""Open""",60
7341,1,300,1,0.5,3,0.1,1,"""Open""",65
